Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2010/2011,Alberta,Social and behavioural sciences,v62427139,10.4,5148.0
2011/2012,Alberta,Social and behavioural sciences,v62427139,10.4,5165.0
2012/2013,Alberta,Social and behavioural sciences,v62427139,10.4,5136.0
2013/2014,Alberta,Social and behavioural sciences,v62427139,10.4,5124.0
2014/2015,Alberta,Social and behavioural sciences,v62427139,10.4,5176.0
2006/2007,Alberta,"Law, legal professions and studies",v62427140,10.5,9328.0
2007/2008,Alberta,"Law, legal professions and studies",v62427140,10.5,9539.0
2008/2009,Alberta,"Law, legal professions and studies",v62427140,10.5,10229.0
2009/2010,Alberta,"Law, legal professions and studies",v62427140,10.5,8295.0
2010/2011,Alberta,"Law, legal professions and studies",v62427140,10.5,10666.0
2011/2012,Alberta,"Law, legal professions and studies",v62427140,10.5,10893.0
2012/2013,Alberta,"Law, legal professions and studies",v62427140,10.5,11132.0
2013/2014,Alberta,"Law, legal professions and studies",v62427140,10.5,11170.0
2014/2015,Alberta,"Law, legal professions and studies",v62427140,10.5,11281.0
2006/2007,Alberta,Business management and public administration,v62427141,10.6,4532.0
2007/2008,Alberta,Business management and public administration,v62427141,10.6,4720.0
2008/2009,Alberta,Business management and public administration,v62427141,10.6,4842.0
2009/2010,Alberta,Business management and public administration,v62427141,10.6,5043.0
2010/2011,Alberta,Business management and public administration,v62427141,10.6,5119.0
2011/2012,Alberta,Business management and public administration,v62427141,10.6,5640.0
2012/2013,Alberta,Business management and public administration,v62427141,10.6,6094.0
2013/2014,Alberta,Business management and public administration,v62427141,10.6,6091.0
2014/2015,Alberta,Business management and public administration,v62427141,10.6,6154.0
2006/2007,Alberta,Physical and life sciences and technologies,v62427142,10.7,4598.0
2007/2008,Alberta,Physical and life sciences and technologies,v62427142,10.7,4780.0
2008/2009,Alberta,Physical and life sciences and technologies,v62427142,10.7,4899.0
2009/2010,Alberta,Physical and life sciences and technologies,v62427142,10.7,5100.0
2010/2011,Alberta,Physical and life sciences and technologies,v62427142,10.7,5177.0
2011/2012,Alberta,Physical and life sciences and technologies,v62427142,10.7,5194.0
2012/2013,Alberta,Physical and life sciences and technologies,v62427142,10.7,5267.0
2013/2014,Alberta,Physical and life sciences and technologies,v62427142,10.7,5268.0
2014/2015,Alberta,Physical and life sciences and technologies,v62427142,10.7,5320.0
2006/2007,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4562.0
2007/2008,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4706.0
2008/2009,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4871.0
2009/2010,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5057.0
2010/2011,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5133.0
2011/2012,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5150.0
2012/2013,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5201.0
2013/2014,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5199.0
2014/2015,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5251.0
2006/2007,Alberta,Engineering,v62427144,10.9,4562.0
2007/2008,Alberta,Engineering,v62427144,10.9,4711.0
2008/2009,Alberta,Engineering,v62427144,10.9,4925.0
2009/2010,Alberta,Engineering,v62427144,10.9,4485.0
2010/2011,Alberta,Engineering,v62427144,10.9,5401.0
2011/2012,Alberta,Engineering,v62427144,10.9,5815.0
2012/2013,Alberta,Engineering,v62427144,10.9,5886.0
2013/2014,Alberta,Engineering,v62427144,10.9,5871.0
2014/2015,Alberta,Engineering,v62427144,10.9,5929.0
2006/2007,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4415.0
2007/2008,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4734.0
2008/2009,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4841.0
2009/2010,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5063.0
2010/2011,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5139.0
2011/2012,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5156.0
2012/2013,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.0
2013/2014,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.0
2014/2015,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5269.0
2007/2008,Alberta,Dentistry,v62427131,10.12,17761.0
2008/2009,Alberta,Dentistry,v62427131,10.12,18578.0
2009/2010,Alberta,Dentistry,v62427131,10.12,19340.0
2010/2011,Alberta,Dentistry,v62427131,10.12,19630.0
2011/2012,Alberta,Dentistry,v62427131,10.12,19699.0
2012/2013,Alberta,Dentistry,v62427131,10.12,19984.0
2013/2014,Alberta,Dentistry,v62427131,10.12,19984.0
2014/2015,Alberta,Dentistry,v62427131,10.12,20184.0
2006/2007,Alberta,Medicine,v62427132,10.13,11313.0
2007/2008,Alberta,Medicine,v62427132,10.13,11610.0
2008/2009,Alberta,Medicine,v62427132,10.13,12197.0
2009/2010,Alberta,Medicine,v62427132,10.13,10196.0
2010/2011,Alberta,Medicine,v62427132,10.13,12920.0
2011/2012,Alberta,Medicine,v62427132,10.13,12967.0
2012/2013,Alberta,Medicine,v62427132,10.13,13274.0
2013/2014,Alberta,Medicine,v62427132,10.13,13277.0
2014/2015,Alberta,Medicine,v62427132,10.13,13410.0
2007/2008,Alberta,Nursing,v62427133,10.14,5622.0
2008/2009,Alberta,Nursing,v62427133,10.14,5870.0
2009/2010,Alberta,Nursing,v62427133,10.14,6056.0
2010/2011,Alberta,Nursing,v62427133,10.14,6147.0
2011/2012,Alberta,Nursing,v62427133,10.14,6167.0
2012/2013,Alberta,Nursing,v62427133,10.14,5628.0
2013/2014,Alberta,Nursing,v62427133,10.14,5655.0
2014/2015,Alberta,Nursing,v62427133,10.14,5712.0
2007/2008,Alberta,Pharmacy,v62427134,10.15,4686.0
2008/2009,Alberta,Pharmacy,v62427134,10.15,4900.0
2009/2010,Alberta,Pharmacy,v62427134,10.15,5101.0
2010/2011,Alberta,Pharmacy,v62427134,10.15,5177.0
2011/2012,Alberta,Pharmacy,v62427134,10.15,8582.0
2012/2013,Alberta,Pharmacy,v62427134,10.15,9889.0
2013/2014,Alberta,Pharmacy,v62427134,10.15,9889.0
2014/2015,Alberta,Pharmacy,v62427134,10.15,9987.0
2009/2010,Alberta,Veterinary medicine,v62427135,10.16,10410.0
2010/2011,Alberta,Veterinary medicine,v62427135,10.16,10566.0
2011/2012,Alberta,Veterinary medicine,v62427135,10.16,10603.0
2012/2013,Alberta,Veterinary medicine,v62427135,10.16,10756.0
2013/2014,Alberta,Veterinary medicine,v62427135,10.16,10756.0
2014/2015,Alberta,Veterinary medicine,v62427135,10.16,10864.0
2006/2007,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,4562.0
2007/2008,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7603.0
2008/2009,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7185.0
2009/2010,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5034.0
2010/2011,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5109.0
2011/2012,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5126.0
2012/2013,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5087.0
2013/2014,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5208.0
2014/2015,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5207.0
2006/2007,British Columbia,Education,v62427145,11.1,4556.0
2007/2008,British Columbia,Education,v62427145,11.1,4678.0
2008/2009,British Columbia,Education,v62427145,11.1,4512.0
2009/2010,British Columbia,Education,v62427145,11.1,4437.0
2010/2011,British Columbia,Education,v62427145,11.1,4467.0
2011/2012,British Columbia,Education,v62427145,11.1,4610.0
2012/2013,British Columbia,Education,v62427145,11.1,4636.0
2013/2014,British Columbia,Education,v62427145,11.1,4739.0
2014/2015,British Columbia,Education,v62427145,11.1,4834.0
2006/2007,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4647.0
2007/2008,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4717.0
2008/2009,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4508.0
2009/2010,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4521.0
2010/2011,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4446.0
2011/2012,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4215.0
2012/2013,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4307.0
2013/2014,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4400.0
2014/2015,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4488.0
2006/2007,British Columbia,Humanities,v62427154,11.3,4675.0
2007/2008,British Columbia,Humanities,v62427154,11.3,4816.0
2008/2009,British Columbia,Humanities,v62427154,11.3,4470.0
2009/2010,British Columbia,Humanities,v62427154,11.3,4380.0
2010/2011,British Columbia,Humanities,v62427154,11.3,4372.0
2011/2012,British Columbia,Humanities,v62427154,11.3,4530.0
2012/2013,British Columbia,Humanities,v62427154,11.3,4509.0
2013/2014,British Columbia,Humanities,v62427154,11.3,4577.0
2014/2015,British Columbia,Humanities,v62427154,11.3,4669.0
2006/2007,British Columbia,Social and behavioural sciences,v62427155,11.4,4702.0
2007/2008,British Columbia,Social and behavioural sciences,v62427155,11.4,4808.0
2008/2009,British Columbia,Social and behavioural sciences,v62427155,11.4,4502.0
2009/2010,British Columbia,Social and behavioural sciences,v62427155,11.4,4554.0
2010/2011,British Columbia,Social and behavioural sciences,v62427155,11.4,4605.0
2011/2012,British Columbia,Social and behavioural sciences,v62427155,11.4,4726.0
2012/2013,British Columbia,Social and behavioural sciences,v62427155,11.4,4785.0
2013/2014,British Columbia,Social and behavioural sciences,v62427155,11.4,4847.0
2014/2015,British Columbia,Social and behavioural sciences,v62427155,11.4,4944.0
2006/2007,British Columbia,"Law, legal professions and studies",v62427156,11.5,7437.0
2007/2008,British Columbia,"Law, legal professions and studies",v62427156,11.5,7592.0
2008/2009,British Columbia,"Law, legal professions and studies",v62427156,11.5,9104.0
2009/2010,British Columbia,"Law, legal professions and studies",v62427156,11.5,9193.0
2010/2011,British Columbia,"Law, legal professions and studies",v62427156,11.5,9376.0
2011/2012,British Columbia,"Law, legal professions and studies",v62427156,11.5,9564.0
2012/2013,British Columbia,"Law, legal professions and studies",v62427156,11.5,9536.0
2013/2014,British Columbia,"Law, legal professions and studies",v62427156,11.5,9642.0
2014/2015,British Columbia,"Law, legal professions and studies",v62427156,11.5,9835.0
2006/2007,British Columbia,Business management and public administration,v62427157,11.6,4743.0
2007/2008,British Columbia,Business management and public administration,v62427157,11.6,4914.0
2008/2009,British Columbia,Business management and public administration,v62427157,11.6,4567.0
2009/2010,British Columbia,Business management and public administration,v62427157,11.6,4385.0
2010/2011,British Columbia,Business management and public administration,v62427157,11.6,4300.0
2011/2012,British Columbia,Business management and public administration,v62427157,11.6,4626.0
2012/2013,British Columbia,Business management and public administration,v62427157,11.6,4449.0
2013/2014,British Columbia,Business management and public administration,v62427157,11.6,4500.0
2014/2015,British Columbia,Business management and public administration,v62427157,11.6,4590.0
2006/2007,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4414.0
2007/2008,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4523.0
2008/2009,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4433.0
2009/2010,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4480.0
2010/2011,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4585.0
2011/2012,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4703.0
2012/2013,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4790.0
2013/2014,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4886.0
2014/2015,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4983.0
2006/2007,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4447.0
2007/2008,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4547.0
2008/2009,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4479.0
2009/2010,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4517.0
2010/2011,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4545.0
2011/2012,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4667.0
2012/2013,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4719.0
2013/2014,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4848.0
2014/2015,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4945.0
2006/2007,British Columbia,Engineering,v62427160,11.9,4395.0
2007/2008,British Columbia,Engineering,v62427160,11.9,4400.0
2008/2009,British Columbia,Engineering,v62427160,11.9,4484.0
2009/2010,British Columbia,Engineering,v62427160,11.9,4675.0
2010/2011,British Columbia,Engineering,v62427160,11.9,4649.0
2011/2012,British Columbia,Engineering,v62427160,11.9,4742.0
2012/2013,British Columbia,Engineering,v62427160,11.9,4879.0
2013/2014,British Columbia,Engineering,v62427160,11.9,4976.0
2014/2015,British Columbia,Engineering,v62427160,11.9,5076.0
2008/2009,British Columbia,Architecture and related technologies,v62427146,11.10,4342.0
2009/2010,British Columbia,Architecture and related technologies,v62427146,11.10,4430.0
2010/2011,British Columbia,Architecture and related technologies,v62427146,11.10,4518.0
2011/2012,British Columbia,Architecture and related technologies,v62427146,11.10,4608.0
2012/2013,British Columbia,Architecture and related technologies,v62427146,11.10,4700.0
2013/2014,British Columbia,Architecture and related technologies,v62427146,11.10,4794.0
2014/2015,British Columbia,Architecture and related technologies,v62427146,11.10,4890.0
2006/2007,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4181.0
2007/2008,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4367.0
2008/2009,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4351.0
2009/2010,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4214.0
2010/2011,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4510.0
2011/2012,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4731.0
2012/2013,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4631.0
2013/2014,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4700.0
2014/2015,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4794.0
2007/2008,British Columbia,Dentistry,v62427148,11.12,10920.0
2008/2009,British Columbia,Dentistry,v62427148,11.12,11133.0
2009/2010,British Columbia,Dentistry,v62427148,11.12,11356.0
2010/2011,British Columbia,Dentistry,v62427148,11.12,15457.0
2011/2012,British Columbia,Dentistry,v62427148,11.12,15766.0
2012/2013,British Columbia,Dentistry,v62427148,11.12,16082.0
2013/2014,British Columbia,Dentistry,v62427148,11.12,16403.0
2014/2015,British Columbia,Dentistry,v62427148,11.12,16731.0
2006/2007,British Columbia,Medicine,v62427149,11.13,10701.0
2007/2008,British Columbia,Medicine,v62427149,11.13,10920.0
2008/2009,British Columbia,Medicine,v62427149,11.13,11133.0
2009/2010,British Columbia,Medicine,v62427149,11.13,11356.0
2010/2011,British Columbia,Medicine,v62427149,11.13,15457.0
2011/2012,British Columbia,Medicine,v62427149,11.13,15766.0
2012/2013,British Columbia,Medicine,v62427149,11.13,16082.0
2013/2014,British Columbia,Medicine,v62427149,11.13,16403.0
2014/2015,British Columbia,Medicine,v62427149,11.13,16731.0
2007/2008,British Columbia,Nursing,v62427150,11.14,5557.0
2008/2009,British Columbia,Nursing,v62427150,11.14,4436.0
2009/2010,British Columbia,Nursing,v62427150,11.14,4028.0
2010/2011,British Columbia,Nursing,v62427150,11.14,4081.0
2011/2012,British Columbia,Nursing,v62427150,11.14,4285.0
2012/2013,British Columbia,Nursing,v62427150,11.14,4287.0
2013/2014,British Columbia,Nursing,v62427150,11.14,4380.0
2014/2015,British Columbia,Nursing,v62427150,11.14,4468.0
2007/2008,British Columbia,Pharmacy,v62427151,11.15,6090.0
2008/2009,British Columbia,Pharmacy,v62427151,11.15,6198.0
2009/2010,British Columbia,Pharmacy,v62427151,11.15,6322.0
2010/2011,British Columbia,Pharmacy,v62427151,11.15,6661.0
2011/2012,British Columbia,Pharmacy,v62427151,11.15,6794.0
2012/2013,British Columbia,Pharmacy,v62427151,11.15,6930.0
2013/2014,British Columbia,Pharmacy,v62427151,11.15,7069.0
2014/2015,British Columbia,Pharmacy,v62427151,11.15,7210.0
2006/2007,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,5057.0
2007/2008,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,5599.0
2008/2009,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4477.0
2009/2010,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4568.0
2010/2011,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4556.0
2011/2012,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4638.0
2012/2013,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4755.0
2013/2014,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4850.0
2014/2015,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4947.0
